/Users/chunhaozou/Desktop/drl/envs/cartpole_train_eval.py:7: DeprecationWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html
  from pkg_resources import parse_requirements
name: __main__
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
/opt/miniconda3/envs/drl/lib/python3.11/site-packages/gymnasium/envs/classic_control/cartpole.py:214: UserWarning: [33mWARN: You are calling 'step()' even though this environment has already returned terminated = True. You should always call 'reset()' once you receive 'terminated = True' -- any further steps are undefined behavior.[0m
  logger.warn(
Episode 1 finished with reward: {'angle_reward': 231.93226036387657, 'position_penalty': -67.0, 'velocity_reward': 227.93688017303404, 'swing_periodicity_reward': 56.84183255434095, 'gpt_reward': 449.7109730912515, 'gt_reward': 272.0, 'episode_length': 263.0}
Episode 2 finished with reward: {'angle_reward': 384.3321154601855, 'position_penalty': -90.0, 'velocity_reward': 367.64439592118424, 'swing_periodicity_reward': 165.857266423966, 'gpt_reward': 827.8337778053342, 'gt_reward': 421.0, 'episode_length': 412.0}
Episode 3 finished with reward: {'angle_reward': 1147.7240245314133, 'position_penalty': -149.0, 'velocity_reward': 1082.9767610600904, 'swing_periodicity_reward': 131.58201368524848, 'gpt_reward': 2213.282799276754, 'gt_reward': 1294.0, 'episode_length': 1177.0}
Episode 4 finished with reward: {'angle_reward': 1079.6531481813365, 'position_penalty': -140.0, 'velocity_reward': 1019.7573125650307, 'swing_periodicity_reward': 108.64945438947372, 'gpt_reward': 2068.0599151358424, 'gt_reward': 1227.0, 'episode_length': 1110.0}
Episode 5 finished with reward: {'angle_reward': 330.0695301716053, 'position_penalty': -117.0, 'velocity_reward': 317.5902124103235, 'swing_periodicity_reward': 111.15250932553198, 'gpt_reward': 641.8122519074603, 'gt_reward': 366.0, 'episode_length': 357.0}
Episode 1 finished with reward: {'angle_reward': 1983.604442554997, 'position_penalty': -132.0, 'velocity_reward': 1859.8283159302787, 'swing_periodicity_reward': 411.9031476939643, 'gpt_reward': 4123.335906179237, 'gt_reward': 2225.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.8191186864103, 'position_penalty': 0.0, 'velocity_reward': 1850.1696010895512, 'swing_periodicity_reward': 79.66610012237358, 'gpt_reward': 3920.654819898335, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1988.6450332134687, 'position_penalty': -73.0, 'velocity_reward': 1853.2638287840819, 'swing_periodicity_reward': 267.158236115889, 'gpt_reward': 4036.067098113437, 'gt_reward': 2117.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1978.8984863006347, 'position_penalty': -181.0, 'velocity_reward': 1866.4133603790951, 'swing_periodicity_reward': 391.0732538291463, 'gpt_reward': 4055.3851005088663, 'gt_reward': 2333.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1981.633924996118, 'position_penalty': -128.0, 'velocity_reward': 1861.364505371265, 'swing_periodicity_reward': 371.4266079141171, 'gpt_reward': 4086.4250382814903, 'gt_reward': 2225.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1993.0279420819268, 'position_penalty': 0.0, 'velocity_reward': 1846.0669884185493, 'swing_periodicity_reward': 217.10508962651357, 'gpt_reward': 4056.200020126984, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1993.0632157294692, 'position_penalty': 0.0, 'velocity_reward': 1846.9391678541572, 'swing_periodicity_reward': 203.80094196521733, 'gpt_reward': 4043.80332554884, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1992.941323507408, 'position_penalty': 0.0, 'velocity_reward': 1849.6810925007696, 'swing_periodicity_reward': 81.97200708973887, 'gpt_reward': 3924.5944230979235, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1993.147485874101, 'position_penalty': 0.0, 'velocity_reward': 1848.618161770907, 'swing_periodicity_reward': 440.6917212028217, 'gpt_reward': 4282.457368847843, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.0203240162682, 'position_penalty': 0.0, 'velocity_reward': 1852.448511805808, 'swing_periodicity_reward': 141.56046786031013, 'gpt_reward': 3984.0293036823946, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1989.085313294946, 'position_penalty': -44.0, 'velocity_reward': 1853.6247000834926, 'swing_periodicity_reward': 291.40750219253175, 'gpt_reward': 4090.1175155709757, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1988.8707776021574, 'position_penalty': -50.0, 'velocity_reward': 1849.9258869837472, 'swing_periodicity_reward': 752.6767965906907, 'gpt_reward': 4541.4734611766025, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1991.2152975041074, 'position_penalty': -20.0, 'velocity_reward': 1850.6711932287421, 'swing_periodicity_reward': 1446.259695210685, 'gpt_reward': 5268.146185943532, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1989.7883304761426, 'position_penalty': -47.0, 'velocity_reward': 1848.2536416765834, 'swing_periodicity_reward': 609.5323404478213, 'gpt_reward': 4400.574312600546, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.892610477036, 'position_penalty': -16.0, 'velocity_reward': 1848.6450322208525, 'swing_periodicity_reward': 1109.6574138885003, 'gpt_reward': 4934.195056586392, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.4920446665926, 'position_penalty': -1746.0, 'velocity_reward': 1852.267121479813, 'swing_periodicity_reward': 1253.8682537667105, 'gpt_reward': 3350.6274199131167, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.4998019461302, 'position_penalty': -1834.0, 'velocity_reward': 1853.4958419305426, 'swing_periodicity_reward': 899.5918721365543, 'gpt_reward': 2909.5875160132236, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1988.9742645152157, 'position_penalty': -73.0, 'velocity_reward': 1854.2793307689665, 'swing_periodicity_reward': 799.8249272643867, 'gpt_reward': 4570.078522548571, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1989.7929469633116, 'position_penalty': -106.0, 'velocity_reward': 1853.341958333396, 'swing_periodicity_reward': 866.4430804812083, 'gpt_reward': 4603.577985777918, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.7200472932998, 'position_penalty': -1818.0, 'velocity_reward': 1852.542349098894, 'swing_periodicity_reward': 1165.0049767969838, 'gpt_reward': 3190.2673731891746, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1988.9034732123412, 'position_penalty': -34.0, 'velocity_reward': 1851.3791241137296, 'swing_periodicity_reward': 1422.463242251475, 'gpt_reward': 5228.745839577546, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.387149313149, 'position_penalty': -1648.0, 'velocity_reward': 1851.6027452644569, 'swing_periodicity_reward': 1707.3116990479323, 'gpt_reward': 3902.3015936255415, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.1688669964644, 'position_penalty': -63.0, 'velocity_reward': 1851.9818421145558, 'swing_periodicity_reward': 1365.8782408158854, 'gpt_reward': 5145.028949926917, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.7604057482602, 'position_penalty': -1668.0, 'velocity_reward': 1852.5438765326783, 'swing_periodicity_reward': 1586.554830088769, 'gpt_reward': 3761.8591123696983, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.4143449815226, 'position_penalty': -12.0, 'velocity_reward': 1847.9036235632657, 'swing_periodicity_reward': 1655.2401975978405, 'gpt_reward': 5482.558166142616, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.597559887845, 'position_penalty': 0.0, 'velocity_reward': 1850.4614754473182, 'swing_periodicity_reward': 1590.3858870973575, 'gpt_reward': 5431.444922432519, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.2839157221283, 'position_penalty': 0.0, 'velocity_reward': 1852.2886135922893, 'swing_periodicity_reward': 1491.328832679067, 'gpt_reward': 5333.901361993497, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.9011756268771, 'position_penalty': 0.0, 'velocity_reward': 1851.445805327656, 'swing_periodicity_reward': 1559.79776456987, 'gpt_reward': 5402.144745524404, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.724570302387, 'position_penalty': 0.0, 'velocity_reward': 1852.3546095439167, 'swing_periodicity_reward': 1507.7487291885827, 'gpt_reward': 5350.827909034893, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.2281684536704, 'position_penalty': 0.0, 'velocity_reward': 1850.9083800439014, 'swing_periodicity_reward': 1580.0655408322639, 'gpt_reward': 5422.2020893298295, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1991.7304285613293, 'position_penalty': -9.0, 'velocity_reward': 1851.3882352910146, 'swing_periodicity_reward': 1549.8105177185482, 'gpt_reward': 5383.929181570888, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.8742424889842, 'position_penalty': -14.0, 'velocity_reward': 1849.6722122254016, 'swing_periodicity_reward': 1619.1472781571545, 'gpt_reward': 5445.693732871534, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1991.1352178445516, 'position_penalty': -14.0, 'velocity_reward': 1849.3016900086634, 'swing_periodicity_reward': 1617.5016615230575, 'gpt_reward': 5443.9385693762715, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.8969794935963, 'position_penalty': -15.0, 'velocity_reward': 1853.1762069059498, 'swing_periodicity_reward': 1435.5665796465187, 'gpt_reward': 5264.6397660460625, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.0652807069755, 'position_penalty': -7.0, 'velocity_reward': 1852.1667019167332, 'swing_periodicity_reward': 1584.7865362893679, 'gpt_reward': 5421.018518913085, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.7576470961546, 'position_penalty': 0.0, 'velocity_reward': 1849.4849630999454, 'swing_periodicity_reward': 1705.2625237688144, 'gpt_reward': 5545.5051339649, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.5072671012797, 'position_penalty': 0.0, 'velocity_reward': 1850.6930719031811, 'swing_periodicity_reward': 1788.145929863088, 'gpt_reward': 5630.346268867562, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1989.8384695844452, 'position_penalty': 0.0, 'velocity_reward': 1848.7333210561417, 'swing_periodicity_reward': 1751.0035816221496, 'gpt_reward': 5589.575372262729, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.7413052761099, 'position_penalty': -4.0, 'velocity_reward': 1850.6517156762482, 'swing_periodicity_reward': 1626.3633531453997, 'gpt_reward': 5463.75637409777, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.9825865646224, 'position_penalty': -3.0, 'velocity_reward': 1852.9546865428106, 'swing_periodicity_reward': 1799.6990706156312, 'gpt_reward': 5640.636343723048, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.612273216805, 'position_penalty': 0.0, 'velocity_reward': 1849.212947474169, 'swing_periodicity_reward': 1753.697170919283, 'gpt_reward': 5593.522391610262, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.482989382784, 'position_penalty': 0.0, 'velocity_reward': 1852.6092050565076, 'swing_periodicity_reward': 1865.937233547503, 'gpt_reward': 5710.0294279867785, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.9930735165258, 'position_penalty': 0.0, 'velocity_reward': 1852.3651746466076, 'swing_periodicity_reward': 1835.3523639112645, 'gpt_reward': 5678.710612074398, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.942921798754, 'position_penalty': 0.0, 'velocity_reward': 1850.8431074457928, 'swing_periodicity_reward': 1746.5390807073627, 'gpt_reward': 5588.3251099519075, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1989.9976138350494, 'position_penalty': 0.0, 'velocity_reward': 1852.0121096967473, 'swing_periodicity_reward': 1733.1389286039278, 'gpt_reward': 5575.148652135741, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1987.5762969275484, 'position_penalty': 0.0, 'velocity_reward': 1847.03473191864, 'swing_periodicity_reward': 1809.0113301954589, 'gpt_reward': 5643.622359041655, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1987.8303407614512, 'position_penalty': 0.0, 'velocity_reward': 1846.821875805332, 'swing_periodicity_reward': 1819.3800854094752, 'gpt_reward': 5654.03230197626, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.5910807380567, 'position_penalty': 0.0, 'velocity_reward': 1853.1077738874571, 'swing_periodicity_reward': 1685.4455918553879, 'gpt_reward': 5529.144446480894, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.4796450121398, 'position_penalty': 0.0, 'velocity_reward': 1852.9210011554633, 'swing_periodicity_reward': 1703.9015135490547, 'gpt_reward': 5547.302159716655, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.8210518878361, 'position_penalty': 0.0, 'velocity_reward': 1852.1044390238721, 'swing_periodicity_reward': 1831.984353173468, 'gpt_reward': 5674.909844085183, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1987.9603714713094, 'position_penalty': 0.0, 'velocity_reward': 1850.399689091448, 'swing_periodicity_reward': 1712.0070043803896, 'gpt_reward': 5550.367064943146, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.9438100368866, 'position_penalty': -1.0, 'velocity_reward': 1852.6180464793329, 'swing_periodicity_reward': 1830.772438870314, 'gpt_reward': 5673.33429538653, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1991.1619754190308, 'position_penalty': 0.0, 'velocity_reward': 1852.0851904552742, 'swing_periodicity_reward': 1832.0133235018282, 'gpt_reward': 5675.26048937613, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1986.9573137666875, 'position_penalty': 0.0, 'velocity_reward': 1845.8431237375642, 'swing_periodicity_reward': 1820.717407866558, 'gpt_reward': 5653.517845370806, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.4712773030178, 'position_penalty': 0.0, 'velocity_reward': 1852.4381564463656, 'swing_periodicity_reward': 1856.4567997488753, 'gpt_reward': 5700.3662334982655, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1991.3113844944874, 'position_penalty': 0.0, 'velocity_reward': 1852.3182644226736, 'swing_periodicity_reward': 1720.1463033138716, 'gpt_reward': 5563.775952231038, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1989.384855986086, 'position_penalty': 0.0, 'velocity_reward': 1852.3095420265877, 'swing_periodicity_reward': 1586.5017409402208, 'gpt_reward': 5428.196138952896, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1991.2956181798268, 'position_penalty': 0.0, 'velocity_reward': 1850.3590231579587, 'swing_periodicity_reward': 1629.0050716890526, 'gpt_reward': 5470.659713026836, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1991.3399012447778, 'position_penalty': 0.0, 'velocity_reward': 1852.475186646604, 'swing_periodicity_reward': 1720.4548423314905, 'gpt_reward': 5564.26993022288, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.206807286436, 'position_penalty': 0.0, 'velocity_reward': 1851.808322593612, 'swing_periodicity_reward': 1618.759008136165, 'gpt_reward': 5461.774138016216, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.8393230289803, 'position_penalty': 0.0, 'velocity_reward': 1853.01473630859, 'swing_periodicity_reward': 1825.1215718784772, 'gpt_reward': 5668.975631216038, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.836253395529, 'position_penalty': 0.0, 'velocity_reward': 1849.6994084428522, 'swing_periodicity_reward': 1784.8220769359725, 'gpt_reward': 5625.357738774356, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.386524460142, 'position_penalty': -4.0, 'velocity_reward': 1849.1229706311306, 'swing_periodicity_reward': 1844.1420500645618, 'gpt_reward': 5679.651545155832, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1991.2689080091259, 'position_penalty': 0.0, 'velocity_reward': 1851.8096021086792, 'swing_periodicity_reward': 1789.161607010866, 'gpt_reward': 5632.240117128681, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.9627511752574, 'position_penalty': 0.0, 'velocity_reward': 1851.3533337766585, 'swing_periodicity_reward': 1789.5482953204478, 'gpt_reward': 5631.864380272371, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1990.9450311099447, 'position_penalty': -44.0, 'velocity_reward': 1853.0065959601693, 'swing_periodicity_reward': 1818.7570755808551, 'gpt_reward': 5618.70870265096, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1990.6237173258585, 'position_penalty': 0.0, 'velocity_reward': 1851.6721171767479, 'swing_periodicity_reward': 1780.5203876166438, 'gpt_reward': 5622.816222119256, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.9626194267232, 'position_penalty': -2.0, 'velocity_reward': 1849.6667152262257, 'swing_periodicity_reward': 1782.216137786942, 'gpt_reward': 5620.845472439877, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1989.7939257906357, 'position_penalty': -49.0, 'velocity_reward': 1852.1528764470565, 'swing_periodicity_reward': 1732.4709732869762, 'gpt_reward': 5525.417775524674, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1991.0592554197758, 'position_penalty': -36.0, 'velocity_reward': 1852.7695224281292, 'swing_periodicity_reward': 1818.9543940957533, 'gpt_reward': 5626.783171943676, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1989.6955621037662, 'position_penalty': 0.0, 'velocity_reward': 1850.6596093896524, 'swing_periodicity_reward': 1768.8051508089607, 'gpt_reward': 5609.160322302381, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.418500441848, 'position_penalty': 0.0, 'velocity_reward': 1851.7241518097778, 'swing_periodicity_reward': 1766.2308512618085, 'gpt_reward': 5609.373503513452, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1990.78482128813, 'position_penalty': 0.0, 'velocity_reward': 1849.9937848918576, 'swing_periodicity_reward': 1766.5537033793732, 'gpt_reward': 5607.332309559358, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1991.3884062954255, 'position_penalty': 0.0, 'velocity_reward': 1852.5430658998284, 'swing_periodicity_reward': 1787.2704944555464, 'gpt_reward': 5631.201966650805, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 62.27848630777187, 'position_penalty': -36.0, 'velocity_reward': 61.011680506662884, 'swing_periodicity_reward': 21.964456652889897, 'gpt_reward': 109.25462346732459, 'gt_reward': 204.0, 'episode_length': 87.0}
Episode 1 finished with reward: {'angle_reward': 1988.8965012073224, 'position_penalty': -57.0, 'velocity_reward': 1849.639520190033, 'swing_periodicity_reward': 1853.7197830911575, 'gpt_reward': 5635.255804488519, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 76.25615000096982, 'position_penalty': -29.0, 'velocity_reward': 85.83449553993394, 'swing_periodicity_reward': 28.218017735186823, 'gpt_reward': 161.3086632760906, 'gt_reward': 111.0, 'episode_length': 102.0}
Episode 3 finished with reward: {'angle_reward': 1990.119607033406, 'position_penalty': -48.0, 'velocity_reward': 1851.3155699498552, 'swing_periodicity_reward': 1864.1503185746058, 'gpt_reward': 5657.58549555787, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1990.3505797473078, 'position_penalty': -5.0, 'velocity_reward': 1851.0652579128996, 'swing_periodicity_reward': 1802.8991080532805, 'gpt_reward': 5639.314945713483, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1989.234828285242, 'position_penalty': -13.0, 'velocity_reward': 1851.8453458985373, 'swing_periodicity_reward': 1784.1895043990244, 'gpt_reward': 5612.269678582801, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1989.5704466481156, 'position_penalty': 0.0, 'velocity_reward': 1848.713634640487, 'swing_periodicity_reward': 1721.3666294540662, 'gpt_reward': 5559.650710742678, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.3648527775374, 'position_penalty': 0.0, 'velocity_reward': 1852.7048358573934, 'swing_periodicity_reward': 1824.41624077735, 'gpt_reward': 5668.485929412264, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 3 finished with reward: {'angle_reward': 1991.33135964266, 'position_penalty': 0.0, 'velocity_reward': 1850.4305360004641, 'swing_periodicity_reward': 1720.4537677433143, 'gpt_reward': 5562.215663386449, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 4 finished with reward: {'angle_reward': 1989.5066582681231, 'position_penalty': 0.0, 'velocity_reward': 1852.3347545012327, 'swing_periodicity_reward': 1670.588743162268, 'gpt_reward': 5512.430155931632, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 5 finished with reward: {'angle_reward': 1990.662809882048, 'position_penalty': 0.0, 'velocity_reward': 1851.7902169381769, 'swing_periodicity_reward': 1714.947772842809, 'gpt_reward': 5557.400799663024, 'gt_reward': 2000.0, 'episode_length': 2000.0}
Episode 1 finished with reward: {'angle_reward': 1989.1287791800312, 'position_penalty': -60.0, 'velocity_reward': 1848.0708576527043, 'swing_periodicity_reward': 1847.569184506441, 'gpt_reward': 5624.768821339169, 'gt_reward': 2009.0, 'episode_length': 2000.0}
Episode 2 finished with reward: {'angle_reward': 1991.143364564699, 'position_penalty': -36.0, 'velocity_reward': 1850.8847156711013, 'swing_periodicity_reward': 1841.1999730277266, 'gpt_reward': 5647.228053263527, 'gt_reward': 2009.0, 'episode_length': 2000.0}
